"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.6568138,,
"POL","Poland","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.17424628,,
"NOR","Norway","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.02518716,,
"ARG","Argentina","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.34563717,,
"ZAF","South Africa","L7","Master’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",1.1234123,"w","Includes data from another category"
"ISL","Iceland","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",25.361813,,
"G20","G20","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.40421346,,
"ITA","Italy","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",34.860569,,
"LUX","Luxembourg","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",50.189175,,
"NLD","Netherlands","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.14839397,,
"ARG","Argentina","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.298742,,
"BEL","Belgium","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.4376564,,
"BRA","Brazil","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",23.052433,,
"CRI","Costa Rica","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.23698555,,
"POL","Poland","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.18619226,,
"E22","European Union 22 members in OECD","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,0.79324017,,
"CHL","Chile","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",21.429121,,
"FRA","France","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"LVA","Latvia","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"ITA","Italy","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.13901255,,
"CHN","China (People's Republic of)","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",4.8109083,,
"CHN","China (People's Republic of)","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",,"z","Not applicable"
"SVK","Slovak Republic","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.18322632,,
"COL","Colombia","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"x","Data included in another category"
"USA","United States","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"E22","European Union 22 members in OECD","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"USA","United States","L7","Master’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",10.712578,,
"ITA","Italy","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"SVN","Slovenia","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",46.343037,,
"IRL","Ireland","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",1.4871438,,
"USA","United States","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.25330728,,
"PRT","Portugal","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"c","Data below the publication limit"
"NOR","Norway","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",13.609363,,
"MEX","Mexico","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",1.5976857,,
"MEX","Mexico","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.01168284,,
"LVA","Latvia","L0","Less than primary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.04039634,,
"FIN","Finland","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.07254948,,
"TUR","Turkey","L0","Less than primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",2.5281711,,
"KOR","Korea","L0T2","Below upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",8.4424486,,
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,38.596961,,
"HUN","Hungary","L1_T_SC3T4","Primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.54731631,,
"GRC","Greece","L2_T_SC3T4","Lower secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",8.5753727,,
"SVK","Slovak Republic","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.2705994,,
"DNK","Denmark","L4","Post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",0.30868182,,
"ISR","Israel","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.14048389,,
"MEX","Mexico","L2_T_SC3T4","Lower secondary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.14554541,,
"TUR","Turkey","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",17.398632,,
"RUS","Russia","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.13882679,,
"FIN","Finland","L3","Upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",36.139332,,
"CZE","Czech Republic","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.04341718,,
"JPN","Japan","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"IDN","Indonesia","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",61.745239,,
"DNK","Denmark","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",1.6892891,,
"KOR","Korea","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"ARG","Argentina","L0","Less than primary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",4.5310984,,
"AUS","Australia","L1_T_SC3T4","Primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",3.609184,,
"OAVG","OECD - Average","L4","Post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,5.6164452,,
"SVN","Slovenia","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",54.358028,,
"GBR","United Kingdom","L8","Doctoral or equivalent education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",1.7478856,,
"ZAF","South Africa","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"x","Data included in another category"
"RUS","Russia","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",32.504326,,
"SVN","Slovenia","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"LUX","Luxembourg","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.83363175,,
"ISR","Israel","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",37.889904,,
"G20","G20","L2_T_SC2","Completion of intermediate lower secondary programmes","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"LVA","Latvia","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",6.9480457,,
"HUN","Hungary","L2_T_SC2","Completion of intermediate lower secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"GBR","United Kingdom","L7","Master’s or equivalent education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.24940023,,
"NLD","Netherlands","L0T2","Below upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",18.870222,,
"CHE","Switzerland","L1_T_SC3T4","Primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",1.7429084,,
"OAVG","OECD - Average","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,2.1498846,,
"GBR","United Kingdom","L3","Upper secondary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.20967461,,
"POL","Poland","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.28884113,,
"IRL","Ireland","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.21114685,,
"BRA","Brazil","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",13.741642,,
"KOR","Korea","L3_T_SC2","Completion of intermediate upper secondary programmes","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"LUX","Luxembourg","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",4.9964252,,
"NLD","Netherlands","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.04360571,,
"AUS","Australia","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",27.308846,,
"ARG","Argentina","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",0.10552561,,
"GRC","Greece","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",30.939407,,
"GRC","Greece","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",22.599411,,
"CAN","Canada","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",23.262539,,
"G20","G20","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",42.442284,,
"G20","G20","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",36.994785,,
"IRL","Ireland","L3T4","Upper secondary or post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",36.538029,,
"CHE","Switzerland","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",42.166286,,
"POL","Poland","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.0161084,,
"CAN","Canada","L1_T_SC3T4","Primary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",2.1116893,"w","Includes data from another category"
"CAN","Canada","L2_T_SC3T4","Lower secondary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",5.6236911,,
"AUT","Austria","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",15.205847,,
"SAU","Saudi Arabia","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.06302542,,
"EST","Estonia","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",8.6031275,,
"GBR","United Kingdom","L2_T_SC2","Completion of intermediate lower secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",14.869438,,
"EST","Estonia","L5T8","Tertiary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.53746188,,
"KOR","Korea","L7","Master’s or equivalent education","T","Total","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",4.44871,"w","Includes data from another category"
"ZAF","South Africa","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",30.847193,,
"USA","United States","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",1.8560356,,
"NZL","New Zealand","L0T2","Below upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",18.077648,,
"TUR","Turkey","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",41.373268,,
"CHE","Switzerland","L3_T_SC2","Completion of intermediate upper secondary programmes","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"z","Not applicable"
"ZAF","South Africa","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",,"m","Missing data"
"ESP","Spain","L2_T_SC3T4","Lower secondary education","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.10822113,,
"CHE","Switzerland","L2_T_SC3T4","Lower secondary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.13546771,,
"SVK","Slovak Republic","L3T4","Upper secondary or post-secondary non-tertiary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",60.173664,,
"DEU","Germany","L5T8","Tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.11533117,,
"ISL","Iceland","L3","Upper secondary education","M","Men","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",30.462826,,
"LVA","Latvia","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.10891046,,
"G20","G20","L0","Less than primary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"PRT","Portugal","L8","Doctoral or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.8407318,,
"CHL","Chile","L7","Master’s or equivalent education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",1.5363199,"w","Includes data from another category"
"PRT","Portugal","L4","Post-secondary non-tertiary education","M","Men","Y25T64","25-64 years","T","Total","SE","SE","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",0.06034162,,
"MEX","Mexico","L3_T_SC2","Completion of intermediate upper secondary programmes","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2020","2020",3.2998712,,
"IND","India","L0","Less than primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2019","2019",44.515121,,
"SAU","Saudi Arabia","L1_T_SC3T4","Primary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.85938,,
